time,seconds_elapsed,z,y,x
2024-12-07 20:26:41.525889000,0.019888916015625,0.0137994110380299,-0.3066799308180808,0.0499023872882127
2024-12-07 20:26:41.535902000,0.02990185546875,0.0733054929737933,-0.1893599578171968,-0.0042085576057434
2024-12-07 20:26:41.545916200,0.039916259765625,0.1322714584171772,-0.0415238505214452,0.0414274044096469
2024-12-07 20:26:41.555929900,0.049929931640625,0.0756348127041943,-0.0402916783779859,0.0453507153332233
2024-12-07 20:26:41.565943000,0.059943115234375,0.0055629130904562,-0.1355319215178489,0.0495125111877918
2024-12-07 20:26:41.575957000,0.06995703125,-0.0034813941086642,-0.1481155087590217,0.0428647437363862
2024-12-07 20:26:41.585971000,0.079970947265625,0.0578355366413481,-0.1143693065017461,0.0080249010235071
2024-12-07 20:26:41.595984000,0.08998388671875,0.0567641080175526,-0.081703885218501,0.0474859737962484
2024-12-07 20:26:41.605998000,0.099998046875,0.07896249582218,-0.2444429626137018,0.0959217956632375
2024-12-07 20:26:41.616011800,0.11001171875,0.0916635902294889,-0.3947673795938491,0.2335381222397088
2024-12-07 20:26:41.626025000,0.12002490234375,-0.1311339788198471,-0.4336725720494985,0.3839209914088249
2024-12-07 20:26:41.636039000,0.130038818359375,-0.2508393856525421,-0.2275397586077451,0.4314005354642868
2024-12-07 20:26:41.646053000,0.14005322265625,-0.2554003916914574,-0.004873158994317,0.2936076832771301
2024-12-07 20:26:41.656066000,0.150066162109375,-0.0792202151766046,-0.0235591547638177,0.0786953510522842
2024-12-07 20:26:41.666080000,0.160080078125,0.1642237812613137,-0.2440226913750171,-0.1503612418591976
2024-12-07 20:26:41.676094000,0.170093994140625,0.3503121517956257,-0.6287965002208947,-0.2713572730243206
2024-12-07 20:26:41.686107000,0.18010693359375,0.2962561702256091,-2.2159949645161627,-0.9243260914713144
2024-12-07 20:26:41.696121000,0.19012109375,0.1629331386625766,-4.494845321395993,-1.9709785859286784
2024-12-07 20:26:41.706135000,0.200135009765625,0.3399012324184179,-4.13085711094737,-1.421311736524105
2024-12-07 20:26:41.716148000,0.21014794921875,0.2464507953047752,-3.492712352144718,-1.1157283687710762
2024-12-07 20:26:41.726162000,0.220161865234375,-0.1602607045829296,-2.8316929137110707,-1.1991489947795868
2024-12-07 20:26:41.736176000,0.230176025390625,-0.2514730073809623,-1.8443629613161088,-1.5051006113231182
2024-12-07 20:26:41.746188800,0.240188720703125,-0.3130582336783409,-1.0030436543554069,-1.4406173254966734
2024-12-07 20:26:41.756203000,0.250203125,-0.391086060732603,0.1765887390494346,-1.745638383191824
2024-12-07 20:26:41.766217000,0.260217041015625,0.0427624524056911,0.6330003816515207,-1.4928601384311913
2024-12-07 20:26:41.776230000,0.27022998046875,0.792666627472639,0.6495300761699676,-1.172911560717225
2024-12-07 20:26:41.786243800,0.280243896484375,0.7649439232885837,1.3234516662746667,-1.431407014080882
2024-12-07 20:26:41.796257800,0.2902578125,0.2200292368471622,1.5762819334834812,-1.1655559372574091
2024-12-07 20:26:41.806270700,0.300270751953125,-0.0082195468127727,1.0374760853111744,-0.1990899091929197
2024-12-07 20:26:41.816285000,0.310284912109375,-0.08455927464962,0.5254553682118654,1.0118599980175496
2024-12-07 20:26:41.826298600,0.320298583984375,-0.1650923807893879,0.3639151452124118,1.5874132760897277
2024-12-07 20:26:41.836311800,0.330311767578125,-0.2656617099975236,0.6195423496633767,1.5549828326061368
2024-12-07 20:26:41.846325800,0.34032568359375,-0.325799641829729,0.821357884427905,1.350617028836906
2024-12-07 20:26:41.856339700,0.350339599609375,-0.2514905430376529,1.4248983628392218,1.1711971580147742
2024-12-07 20:26:41.866353000,0.360352783203125,0.1000034754863008,1.678404921874404,1.2448141828894614
2024-12-07 20:26:41.876366800,0.370366943359375,2.045117004328966,-2.853369907990098,1.602057010731101
2024-12-07 20:26:41.886380800,0.380380859375,3.5070120956540105,-11.430196958005428,1.432537187154591
2024-12-07 20:26:41.896393700,0.390393798828125,-0.1459165739426389,-5.8882800399571655,-0.8792349038571119
2024-12-07 20:26:41.906408000,0.400407958984375,-1.3455997851967811,-2.2063474307268858,-2.650419523976743
2024-12-07 20:26:41.916422000,0.410421875,-1.2330641238629818,-2.3206074316352603,-3.001782646130025
2024-12-07 20:26:41.926435600,0.420435546875,-0.8245499584674835,-1.782551525047421,-2.824389604960382
2024-12-07 20:26:41.936448800,0.43044873046875,-0.0722375897476449,-1.0511474677890538,-2.2130311462745067
2024-12-07 20:26:41.946463000,0.440462890625,0.2129541473617777,-1.0373550892800092,-1.8104682904988527
2024-12-07 20:26:41.956476700,0.4504765625,0.619625936293602,-1.259785542050004,-1.3544590912178158
2024-12-07 20:26:41.966489900,0.46048974609375,0.6029565775761381,-1.3973340640872716,-1.0431775118231772
2024-12-07 20:26:41.976503800,0.47050390625,0.3204524355828761,-1.5081529846310615,-0.8362748830527067
2024-12-07 20:26:41.986518000,0.48051806640625,-0.2177555197615176,-0.5835591821342706,-0.3487865496635436
2024-12-07 20:26:41.996530700,0.49053076171875,-0.7612275331139564,2.905761189484596,1.4178142497971653
2024-12-07 20:26:42.006545000,0.500544921875,-0.5549673669654875,7.906585609728097,3.527116141527891
2024-12-07 20:26:42.016557600,0.5105576171875,-0.628252456472069,11.662165638971327,4.08738387992382
2024-12-07 20:26:42.026571800,0.52057177734375,-0.7741887945611029,13.029550554996728,3.2093308793276547
2024-12-07 20:26:42.036585700,0.530585693359375,-0.8435727119106798,10.7427314111948,0.710308077737689
